"Taxa","Sample","Relative_abundance","Tissue","Timepoint","BP"
"unclassified Oscillospiraceae","CC-20",0,"Spleen","recovery","Yes"
"Colidextribacter","CC-1",0.001219775,"Feces","baseline","No"
"Colidextribacter","CC-2",0.003538221,"Feces","baseline","No"
"Colidextribacter","CC-3",0.002001802,"Feces","baseline","No"
"Colidextribacter","CC-4",0.003303416,"Feces","osmotic_diarrhea","Yes"
"Colidextribacter","CC-5",0.001940878,"Feces","osmotic_diarrhea","Yes"
"Colidextribacter","CC-6",0.001885198,"Feces","osmotic_diarrhea","Yes"
"Colidextribacter","CC-7",0.001187945,"Feces","48h","Yes"
"Colidextribacter","CC-8",0.00293391,"Feces","48h","Yes"
"Colidextribacter","CC-9",0.002520845,"Feces","48h","Yes"
"Colidextribacter","CC-10",0.001737404,"Feces","60h","Yes"
"Colidextribacter","CC-11",0.003057624,"Feces","60h","Yes"
"Colidextribacter","CC-12",0.002160393,"Feces","60h","Yes"
"Colidextribacter","CC-13",0.000925596,"Feces","recovery","Yes"
"Colidextribacter","CC-14",0.00231709,"Feces","recovery","Yes"
"Colidextribacter","CC-15",0.002589907,"Feces","recovery","Yes"
"Colidextribacter","CC-16",0.001615229,"MLN","24h","Yes"
"Colidextribacter","CC-17",0,"MLN","baseline","No"
"Colidextribacter","CC-18",0,"Spleen","24h","Yes"
"Colidextribacter","CC-19",0,"MLN","recovery","Yes"
"Colidextribacter","CC-20",0,"Spleen","recovery","Yes"
"Flavonifractor","CC-1",0,"Feces","baseline","No"
"Flavonifractor","CC-2",0.003209084,"Feces","baseline","No"
"Flavonifractor","CC-3",0.003886831,"Feces","baseline","No"
"Flavonifractor","CC-4",0.002617801,"Feces","osmotic_diarrhea","Yes"
"Flavonifractor","CC-5",0.002388773,"Feces","osmotic_diarrhea","Yes"
"Flavonifractor","CC-6",0.003315348,"Feces","osmotic_diarrhea","Yes"
"Flavonifractor","CC-7",0.00200075,"Feces","48h","Yes"
"Flavonifractor","CC-8",0.003551575,"Feces","48h","Yes"
"Flavonifractor","CC-9",0.003037942,"Feces","48h","Yes"
"Flavonifractor","CC-10",0,"Feces","60h","Yes"
"Flavonifractor","CC-11",0.002430419,"Feces","60h","Yes"
"Flavonifractor","CC-12",0.00314239,"Feces","60h","Yes"
"Flavonifractor","CC-13",0.001067996,"Feces","recovery","Yes"
"Flavonifractor","CC-14",0.001825586,"Feces","recovery","Yes"
"Flavonifractor","CC-15",0.00221992,"Feces","recovery","Yes"
"Flavonifractor","CC-16",0.015286992,"MLN","24h","Yes"
"Flavonifractor","CC-17",0,"MLN","baseline","No"
"Flavonifractor","CC-18",0.000484115,"Spleen","24h","Yes"
"Flavonifractor","CC-19",0,"MLN","recovery","Yes"
"Flavonifractor","CC-20",0,"Spleen","recovery","Yes"
"Intestinimonas","CC-1",0.001722035,"Feces","baseline","No"
"Intestinimonas","CC-2",0,"Feces","baseline","No"
"Intestinimonas","CC-3",0.000717312,"Feces","baseline","No"
"Intestinimonas","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Intestinimonas","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Intestinimonas","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Intestinimonas","CC-7",0,"Feces","48h","Yes"
"Intestinimonas","CC-8",5.15e-05,"Feces","48h","Yes"
"Intestinimonas","CC-9",0,"Feces","48h","Yes"
"Intestinimonas","CC-10",0.000330934,"Feces","60h","Yes"
"Intestinimonas","CC-11",0.001646413,"Feces","60h","Yes"
"Intestinimonas","CC-12",0.002815057,"Feces","60h","Yes"
"Intestinimonas","CC-13",0.001067996,"Feces","recovery","Yes"
"Intestinimonas","CC-14",0,"Feces","recovery","Yes"
"Intestinimonas","CC-15",0.001257955,"Feces","recovery","Yes"
"Intestinimonas","CC-16",0,"MLN","24h","Yes"
"Intestinimonas","CC-17",0,"MLN","baseline","No"
"Intestinimonas","CC-18",0,"Spleen","24h","Yes"
"Intestinimonas","CC-19",0,"MLN","recovery","Yes"
"Intestinimonas","CC-20",0,"Spleen","recovery","Yes"
"Oscillibacter","CC-1",0,"Feces","baseline","No"
"Oscillibacter","CC-2",0.001316547,"Feces","baseline","No"
"Oscillibacter","CC-3",0.000433724,"Feces","baseline","No"
"Oscillibacter","CC-4",0.002243829,"Feces","osmotic_diarrhea","Yes"
"Oscillibacter","CC-5",0.001045088,"Feces","osmotic_diarrhea","Yes"
"Oscillibacter","CC-6",0.001170123,"Feces","osmotic_diarrhea","Yes"
"Oscillibacter","CC-7",0.001000375,"Feces","48h","Yes"
"Oscillibacter","CC-8",0.002264772,"Feces","48h","Yes"
"Oscillibacter","CC-9",0.002391571,"Feces","48h","Yes"
"Oscillibacter","CC-10",0.001571937,"Feces","60h","Yes"
"Oscillibacter","CC-11",0.00125441,"Feces","60h","Yes"
"Oscillibacter","CC-12",0.002749591,"Feces","60h","Yes"
"Oscillibacter","CC-13",0.000427198,"Feces","recovery","Yes"
"Oscillibacter","CC-14",0.000351074,"Feces","recovery","Yes"
"Oscillibacter","CC-15",0.001331952,"Feces","recovery","Yes"
"Oscillibacter","CC-16",0,"MLN","24h","Yes"
"Oscillibacter","CC-17",0,"MLN","baseline","No"
"Oscillibacter","CC-18",0,"Spleen","24h","Yes"
"Oscillibacter","CC-19",0,"MLN","recovery","Yes"
"Oscillibacter","CC-20",0,"Spleen","recovery","Yes"
"UCG-005","CC-1",0,"Feces","baseline","No"
"UCG-005","CC-2",0.000329137,"Feces","baseline","No"
"UCG-005","CC-3",0,"Feces","baseline","No"
"UCG-005","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"UCG-005","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"UCG-005","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"UCG-005","CC-7",0,"Feces","48h","Yes"
"UCG-005","CC-8",0,"Feces","48h","Yes"
"UCG-005","CC-9",0,"Feces","48h","Yes"
"UCG-005","CC-10",0,"Feces","60h","Yes"
"UCG-005","CC-11",0,"Feces","60h","Yes"
"UCG-005","CC-12",0,"Feces","60h","Yes"
"UCG-005","CC-13",0,"Feces","recovery","Yes"
"UCG-005","CC-14",0,"Feces","recovery","Yes"
"UCG-005","CC-15",0,"Feces","recovery","Yes"
"UCG-005","CC-16",0,"MLN","24h","Yes"
"UCG-005","CC-17",0,"MLN","baseline","No"
"UCG-005","CC-18",0,"Spleen","24h","Yes"
"UCG-005","CC-19",0,"MLN","recovery","Yes"
"UCG-005","CC-20",0,"Spleen","recovery","Yes"
"uncultured","CC-1",0.002798307,"Feces","baseline","No"
"uncultured","CC-2",0,"Feces","baseline","No"
"uncultured","CC-3",0.002352117,"Feces","baseline","No"
"uncultured","CC-4",0.003428073,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-5",0.000447895,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-6",0.000845089,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-7",0.001250469,"Feces","48h","Yes"
"uncultured","CC-8",0.002728021,"Feces","48h","Yes"
"uncultured","CC-9",0.002391571,"Feces","48h","Yes"
"uncultured","CC-10",0.002068338,"Feces","60h","Yes"
"uncultured","CC-11",0.002665621,"Feces","60h","Yes"
"uncultured","CC-12",0.003011457,"Feces","60h","Yes"
"uncultured","CC-13",0.001922392,"Feces","recovery","Yes"
"uncultured","CC-14",0.001825586,"Feces","recovery","Yes"
"uncultured","CC-15",0.004291845,"Feces","recovery","Yes"
"uncultured","CC-16",0,"MLN","24h","Yes"
"uncultured","CC-17",0,"MLN","baseline","No"
"uncultured","CC-18",0,"Spleen","24h","Yes"
"uncultured","CC-19",0,"MLN","recovery","Yes"
"uncultured","CC-20",0,"Spleen","recovery","Yes"
"unclassified Ruminococcaceae","CC-1",0,"Feces","baseline","No"
"unclassified Ruminococcaceae","CC-2",0,"Feces","baseline","No"
"unclassified Ruminococcaceae","CC-3",0.00020018,"Feces","baseline","No"
"unclassified Ruminococcaceae","CC-4",0.001059586,"Feces","osmotic_diarrhea","Yes"
"unclassified Ruminococcaceae","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Ruminococcaceae","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"unclassified Ruminococcaceae","CC-7",0.000125047,"Feces","48h","Yes"
"unclassified Ruminococcaceae","CC-8",0,"Feces","48h","Yes"
"unclassified Ruminococcaceae","CC-9",0.000969556,"Feces","48h","Yes"
"unclassified Ruminococcaceae","CC-10",0,"Feces","60h","Yes"
"unclassified Ruminococcaceae","CC-11",0,"Feces","60h","Yes"
"unclassified Ruminococcaceae","CC-12",0.000458265,"Feces","60h","Yes"
"unclassified Ruminococcaceae","CC-13",0,"Feces","recovery","Yes"
"unclassified Ruminococcaceae","CC-14",0,"Feces","recovery","Yes"
"unclassified Ruminococcaceae","CC-15",0.000443984,"Feces","recovery","Yes"
"unclassified Ruminococcaceae","CC-16",0,"MLN","24h","Yes"
"unclassified Ruminococcaceae","CC-17",0,"MLN","baseline","No"
"unclassified Ruminococcaceae","CC-18",0,"Spleen","24h","Yes"
"unclassified Ruminococcaceae","CC-19",0,"MLN","recovery","Yes"
"unclassified Ruminococcaceae","CC-20",0,"Spleen","recovery","Yes"
"Candidatus_Soleaferrea","CC-1",0.000645763,"Feces","baseline","No"
"Candidatus_Soleaferrea","CC-2",0.000822842,"Feces","baseline","No"
"Candidatus_Soleaferrea","CC-3",0.000417042,"Feces","baseline","No"
"Candidatus_Soleaferrea","CC-4",0.0008726,"Feces","osmotic_diarrhea","Yes"
"Candidatus_Soleaferrea","CC-5",0.00089579,"Feces","osmotic_diarrhea","Yes"
"Candidatus_Soleaferrea","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Candidatus_Soleaferrea","CC-7",0.000125047,"Feces","48h","Yes"
"Candidatus_Soleaferrea","CC-8",0.000308833,"Feces","48h","Yes"
"Candidatus_Soleaferrea","CC-9",0.000646371,"Feces","48h","Yes"
"Candidatus_Soleaferrea","CC-10",0,"Feces","60h","Yes"
"Candidatus_Soleaferrea","CC-11",0.000627205,"Feces","60h","Yes"
"Candidatus_Soleaferrea","CC-12",0.000458265,"Feces","60h","Yes"
"Candidatus_Soleaferrea","CC-13",0,"Feces","recovery","Yes"
"Candidatus_Soleaferrea","CC-14",0.000702149,"Feces","recovery","Yes"
"Candidatus_Soleaferrea","CC-15",0.000221992,"Feces","recovery","Yes"
"Candidatus_Soleaferrea","CC-16",0,"MLN","24h","Yes"
"Candidatus_Soleaferrea","CC-17",0,"MLN","baseline","No"
"Candidatus_Soleaferrea","CC-18",0,"Spleen","24h","Yes"
"Candidatus_Soleaferrea","CC-19",0,"MLN","recovery","Yes"
"Candidatus_Soleaferrea","CC-20",0,"Spleen","recovery","Yes"
"Incertae_Sedis","CC-1",0,"Feces","baseline","No"
"Incertae_Sedis","CC-2",0.003785074,"Feces","baseline","No"
"Incertae_Sedis","CC-3",0.000667267,"Feces","baseline","No"
"Incertae_Sedis","CC-4",0.001558215,"Feces","osmotic_diarrhea","Yes"
"Incertae_Sedis","CC-5",0.006867722,"Feces","osmotic_diarrhea","Yes"
"Incertae_Sedis","CC-6",0.00409543,"Feces","osmotic_diarrhea","Yes"
"Incertae_Sedis","CC-7",0.000687758,"Feces","48h","Yes"
"Incertae_Sedis","CC-8",0.000823554,"Feces","48h","Yes"
"Incertae_Sedis","CC-9",0.00155129,"Feces","48h","Yes"
"Incertae_Sedis","CC-10",0.000744602,"Feces","60h","Yes"
"Incertae_Sedis","CC-11",0,"Feces","60h","Yes"
"Incertae_Sedis","CC-12",0.001571195,"Feces","60h","Yes"
"Incertae_Sedis","CC-13",0.000640797,"Feces","recovery","Yes"
"Incertae_Sedis","CC-14",0.000702149,"Feces","recovery","Yes"
"Incertae_Sedis","CC-15",0.000295989,"Feces","recovery","Yes"
"Incertae_Sedis","CC-16",0,"MLN","24h","Yes"
"Incertae_Sedis","CC-17",0,"MLN","baseline","No"
"Incertae_Sedis","CC-18",0,"Spleen","24h","Yes"
"Incertae_Sedis","CC-19",0,"MLN","recovery","Yes"
"Incertae_Sedis","CC-20",0,"Spleen","recovery","Yes"
"Negativibacillus","CC-1",0.005237856,"Feces","baseline","No"
"Negativibacillus","CC-2",0.007487863,"Feces","baseline","No"
"Negativibacillus","CC-3",0.007573483,"Feces","baseline","No"
"Negativibacillus","CC-4",0.008102718,"Feces","osmotic_diarrhea","Yes"
"Negativibacillus","CC-5",0.009779039,"Feces","osmotic_diarrhea","Yes"
"Negativibacillus","CC-6",0.007865826,"Feces","osmotic_diarrhea","Yes"
"Negativibacillus","CC-7",0.006690009,"Feces","48h","Yes"
"Negativibacillus","CC-8",0.008287008,"Feces","48h","Yes"
"Negativibacillus","CC-9",0.004330683,"Feces","48h","Yes"
"Negativibacillus","CC-10",0.00918342,"Feces","60h","Yes"
"Negativibacillus","CC-11",0.005488044,"Feces","60h","Yes"
"Negativibacillus","CC-12",0.003011457,"Feces","60h","Yes"
"Negativibacillus","CC-13",0.007191171,"Feces","recovery","Yes"
"Negativibacillus","CC-14",0.007021486,"Feces","recovery","Yes"
"Negativibacillus","CC-15",0.007399734,"Feces","recovery","Yes"
"Negativibacillus","CC-16",0.001038362,"MLN","24h","Yes"
"Negativibacillus","CC-17",0,"MLN","baseline","No"
"Negativibacillus","CC-18",0,"Spleen","24h","Yes"
"Negativibacillus","CC-19",0,"MLN","recovery","Yes"
"Negativibacillus","CC-20",0,"Spleen","recovery","Yes"
"Paludicola","CC-1",0,"Feces","baseline","No"
"Paludicola","CC-2",0,"Feces","baseline","No"
"Paludicola","CC-3",0,"Feces","baseline","No"
"Paludicola","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"Paludicola","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Paludicola","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Paludicola","CC-7",0,"Feces","48h","Yes"
"Paludicola","CC-8",0,"Feces","48h","Yes"
"Paludicola","CC-9",0,"Feces","48h","Yes"
"Paludicola","CC-10",0,"Feces","60h","Yes"
"Paludicola","CC-11",0.000627205,"Feces","60h","Yes"
"Paludicola","CC-12",0,"Feces","60h","Yes"
"Paludicola","CC-13",0,"Feces","recovery","Yes"
"Paludicola","CC-14",0,"Feces","recovery","Yes"
"Paludicola","CC-15",0,"Feces","recovery","Yes"
"Paludicola","CC-16",0,"MLN","24h","Yes"
"Paludicola","CC-17",0,"MLN","baseline","No"
"Paludicola","CC-18",0,"Spleen","24h","Yes"
"Paludicola","CC-19",0,"MLN","recovery","Yes"
"Paludicola","CC-20",0,"Spleen","recovery","Yes"
"Subdoligranulum","CC-1",0.00394633,"Feces","baseline","No"
"Subdoligranulum","CC-2",0.008968979,"Feces","baseline","No"
"Subdoligranulum","CC-3",0.002669069,"Feces","baseline","No"
"Subdoligranulum","CC-4",0.005609574,"Feces","osmotic_diarrhea","Yes"
"Subdoligranulum","CC-5",0.006718423,"Feces","osmotic_diarrhea","Yes"
"Subdoligranulum","CC-6",0.009946044,"Feces","osmotic_diarrhea","Yes"
"Subdoligranulum","CC-7",0.00744029,"Feces","48h","Yes"
"Subdoligranulum","CC-8",0.00612518,"Feces","48h","Yes"
"Subdoligranulum","CC-9",0,"Feces","48h","Yes"
"Subdoligranulum","CC-10",0.005212211,"Feces","60h","Yes"
"Subdoligranulum","CC-11",0.012230498,"Feces","60h","Yes"
"Subdoligranulum","CC-12",0.001243863,"Feces","60h","Yes"
"Subdoligranulum","CC-13",0.00491278,"Feces","recovery","Yes"
"Subdoligranulum","CC-14",0.005476759,"Feces","recovery","Yes"
"Subdoligranulum","CC-15",0.007695723,"Feces","recovery","Yes"
"Subdoligranulum","CC-16",0,"MLN","24h","Yes"
"Subdoligranulum","CC-17",0,"MLN","baseline","No"
"Subdoligranulum","CC-18",0,"Spleen","24h","Yes"
"Subdoligranulum","CC-19",0,"MLN","recovery","Yes"
"Subdoligranulum","CC-20",0,"Spleen","recovery","Yes"
"UBA1819","CC-1",0.002224295,"Feces","baseline","No"
"UBA1819","CC-2",0.001481116,"Feces","baseline","No"
"UBA1819","CC-3",0.000934174,"Feces","baseline","No"
"UBA1819","CC-4",0.001371229,"Feces","osmotic_diarrhea","Yes"
"UBA1819","CC-5",0.002314124,"Feces","osmotic_diarrhea","Yes"
"UBA1819","CC-6",0.001690177,"Feces","osmotic_diarrhea","Yes"
"UBA1819","CC-7",0.002188321,"Feces","48h","Yes"
"UBA1819","CC-8",0.004529545,"Feces","48h","Yes"
"UBA1819","CC-9",0.004912417,"Feces","48h","Yes"
"UBA1819","CC-10",0.002730206,"Feces","60h","Yes"
"UBA1819","CC-11",0.002352019,"Feces","60h","Yes"
"UBA1819","CC-12",0.003535188,"Feces","60h","Yes"
"UBA1819","CC-13",0,"Feces","recovery","Yes"
"UBA1819","CC-14",0.000983008,"Feces","recovery","Yes"
"UBA1819","CC-15",0.003107888,"Feces","recovery","Yes"
"UBA1819","CC-16",0,"MLN","24h","Yes"
"UBA1819","CC-17",0,"MLN","baseline","No"
"UBA1819","CC-18",0,"Spleen","24h","Yes"
"UBA1819","CC-19",0,"MLN","recovery","Yes"
"UBA1819","CC-20",0,"Spleen","recovery","Yes"
"uncultured","CC-1",0.00100452,"Feces","baseline","No"
"uncultured","CC-2",0.0015634,"Feces","baseline","No"
"uncultured","CC-3",0.000967537,"Feces","baseline","No"
"uncultured","CC-4",0.002306158,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-5",0.001045088,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-6",0.000845089,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-7",0.000437664,"Feces","48h","Yes"
"uncultured","CC-8",0.002110356,"Feces","48h","Yes"
"uncultured","CC-9",0.000646371,"Feces","48h","Yes"
"uncultured","CC-10",0.002068338,"Feces","60h","Yes"
"uncultured","CC-11",0.000548804,"Feces","60h","Yes"
"uncultured","CC-12",0.001505728,"Feces","60h","Yes"
"uncultured","CC-13",0.001495194,"Feces","recovery","Yes"
"uncultured","CC-14",0.001755371,"Feces","recovery","Yes"
"uncultured","CC-15",0.001405949,"Feces","recovery","Yes"
"uncultured","CC-16",0,"MLN","24h","Yes"
"uncultured","CC-17",0,"MLN","baseline","No"
"uncultured","CC-18",0,"Spleen","24h","Yes"
"uncultured","CC-19",0,"MLN","recovery","Yes"
"uncultured","CC-20",0,"Spleen","recovery","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-1",0,"Feces","baseline","No"
"[Eubacterium]_coprostanoligenes_group","CC-2",0,"Feces","baseline","No"
"[Eubacterium]_coprostanoligenes_group","CC-3",0,"Feces","baseline","No"
"[Eubacterium]_coprostanoligenes_group","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-7",0,"Feces","48h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-8",0,"Feces","48h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-9",0,"Feces","48h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-10",0,"Feces","60h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-11",0,"Feces","60h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-12",0,"Feces","60h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-13",0,"Feces","recovery","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-14",0,"Feces","recovery","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-15",0.000147995,"Feces","recovery","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-16",0,"MLN","24h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-17",0,"MLN","baseline","No"
"[Eubacterium]_coprostanoligenes_group","CC-18",0,"Spleen","24h","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-19",0,"MLN","recovery","Yes"
"[Eubacterium]_coprostanoligenes_group","CC-20",0,"Spleen","recovery","Yes"
"Peptococcus","CC-1",0,"Feces","baseline","No"
"Peptococcus","CC-2",0.000658274,"Feces","baseline","No"
"Peptococcus","CC-3",0.000116772,"Feces","baseline","No"
"Peptococcus","CC-4",0.000498629,"Feces","osmotic_diarrhea","Yes"
"Peptococcus","CC-5",0.000671842,"Feces","osmotic_diarrhea","Yes"
"Peptococcus","CC-6",0.000585061,"Feces","osmotic_diarrhea","Yes"
"Peptococcus","CC-7",0,"Feces","48h","Yes"
"Peptococcus","CC-8",0,"Feces","48h","Yes"
"Peptococcus","CC-9",0.000775645,"Feces","48h","Yes"
"Peptococcus","CC-10",0,"Feces","60h","Yes"
"Peptococcus","CC-11",0,"Feces","60h","Yes"
"Peptococcus","CC-12",0.000327332,"Feces","60h","Yes"
"Peptococcus","CC-13",0,"Feces","recovery","Yes"
"Peptococcus","CC-14",0.000351074,"Feces","recovery","Yes"
"Peptococcus","CC-15",0,"Feces","recovery","Yes"
"Peptococcus","CC-16",0,"MLN","24h","Yes"
"Peptococcus","CC-17",0,"MLN","baseline","No"
"Peptococcus","CC-18",0,"Spleen","24h","Yes"
"Peptococcus","CC-19",0,"MLN","recovery","Yes"
"Peptococcus","CC-20",0,"Spleen","recovery","Yes"
"Family_XIII_AD3011_group","CC-1",0.000574012,"Feces","baseline","No"
"Family_XIII_AD3011_group","CC-2",0.000246853,"Feces","baseline","No"
"Family_XIII_AD3011_group","CC-3",0.000233544,"Feces","baseline","No"
"Family_XIII_AD3011_group","CC-4",0.000685615,"Feces","osmotic_diarrhea","Yes"
"Family_XIII_AD3011_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"Family_XIII_AD3011_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"Family_XIII_AD3011_group","CC-7",0.000250094,"Feces","48h","Yes"
"Family_XIII_AD3011_group","CC-8",0.000669137,"Feces","48h","Yes"
"Family_XIII_AD3011_group","CC-9",0.001745201,"Feces","48h","Yes"
"Family_XIII_AD3011_group","CC-10",0.000661868,"Feces","60h","Yes"
"Family_XIII_AD3011_group","CC-11",0,"Feces","60h","Yes"
"Family_XIII_AD3011_group","CC-12",0.001440262,"Feces","60h","Yes"
"Family_XIII_AD3011_group","CC-13",0.000711997,"Feces","recovery","Yes"
"Family_XIII_AD3011_group","CC-14",0.000702149,"Feces","recovery","Yes"
"Family_XIII_AD3011_group","CC-15",0.000813971,"Feces","recovery","Yes"
"Family_XIII_AD3011_group","CC-16",0,"MLN","24h","Yes"
"Family_XIII_AD3011_group","CC-17",0,"MLN","baseline","No"
"Family_XIII_AD3011_group","CC-18",0,"Spleen","24h","Yes"
"Family_XIII_AD3011_group","CC-19",0,"MLN","recovery","Yes"
"Family_XIII_AD3011_group","CC-20",0,"Spleen","recovery","Yes"
"[Eubacterium]_brachy_group","CC-1",0,"Feces","baseline","No"
"[Eubacterium]_brachy_group","CC-2",0,"Feces","baseline","No"
"[Eubacterium]_brachy_group","CC-3",0,"Feces","baseline","No"
"[Eubacterium]_brachy_group","CC-4",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_brachy_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_brachy_group","CC-6",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_brachy_group","CC-7",0,"Feces","48h","Yes"
"[Eubacterium]_brachy_group","CC-8",0,"Feces","48h","Yes"
"[Eubacterium]_brachy_group","CC-9",0,"Feces","48h","Yes"
"[Eubacterium]_brachy_group","CC-10",0,"Feces","60h","Yes"
"[Eubacterium]_brachy_group","CC-11",0,"Feces","60h","Yes"
"[Eubacterium]_brachy_group","CC-12",0.000589198,"Feces","60h","Yes"
"[Eubacterium]_brachy_group","CC-13",0,"Feces","recovery","Yes"
"[Eubacterium]_brachy_group","CC-14",0,"Feces","recovery","Yes"
"[Eubacterium]_brachy_group","CC-15",0,"Feces","recovery","Yes"
"[Eubacterium]_brachy_group","CC-16",0,"MLN","24h","Yes"
"[Eubacterium]_brachy_group","CC-17",0,"MLN","baseline","No"
"[Eubacterium]_brachy_group","CC-18",0,"Spleen","24h","Yes"
"[Eubacterium]_brachy_group","CC-19",0,"MLN","recovery","Yes"
"[Eubacterium]_brachy_group","CC-20",0,"Spleen","recovery","Yes"
"[Eubacterium]_nodatum_group","CC-1",0,"Feces","baseline","No"
"[Eubacterium]_nodatum_group","CC-2",0,"Feces","baseline","No"
"[Eubacterium]_nodatum_group","CC-3",0,"Feces","baseline","No"
"[Eubacterium]_nodatum_group","CC-4",0.000373972,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_nodatum_group","CC-5",0,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_nodatum_group","CC-6",0.000260027,"Feces","osmotic_diarrhea","Yes"
"[Eubacterium]_nodatum_group","CC-7",0.000250094,"Feces","48h","Yes"
"[Eubacterium]_nodatum_group","CC-8",0,"Feces","48h","Yes"
"[Eubacterium]_nodatum_group","CC-9",0,"Feces","48h","Yes"
"[Eubacterium]_nodatum_group","CC-10",0,"Feces","60h","Yes"
"[Eubacterium]_nodatum_group","CC-11",0,"Feces","60h","Yes"
"[Eubacterium]_nodatum_group","CC-12",0.000458265,"Feces","60h","Yes"
"[Eubacterium]_nodatum_group","CC-13",0,"Feces","recovery","Yes"
"[Eubacterium]_nodatum_group","CC-14",0.000280859,"Feces","recovery","Yes"
"[Eubacterium]_nodatum_group","CC-15",0,"Feces","recovery","Yes"
"[Eubacterium]_nodatum_group","CC-16",0,"MLN","24h","Yes"
"[Eubacterium]_nodatum_group","CC-17",0,"MLN","baseline","No"
"[Eubacterium]_nodatum_group","CC-18",0,"Spleen","24h","Yes"
"[Eubacterium]_nodatum_group","CC-19",0,"MLN","recovery","Yes"
"[Eubacterium]_nodatum_group","CC-20",0,"Spleen","recovery","Yes"
"Phascolarctobacterium","CC-1",0.007031642,"Feces","baseline","No"
"Phascolarctobacterium","CC-2",0.0125072,"Feces","baseline","No"
"Phascolarctobacterium","CC-3",0.010042371,"Feces","baseline","No"
"Phascolarctobacterium","CC-4",0.019321865,"Feces","osmotic_diarrhea","Yes"
"Phascolarctobacterium","CC-5",0.00701702,"Feces","osmotic_diarrhea","Yes"
"Phascolarctobacterium","CC-6",0.006175648,"Feces","osmotic_diarrhea","Yes"
"Phascolarctobacterium","CC-7",0.012817306,"Feces","48h","Yes"
"Phascolarctobacterium","CC-8",0.01394894,"Feces","48h","Yes"
"Phascolarctobacterium","CC-9",0.008596729,"Feces","48h","Yes"
"Phascolarctobacterium","CC-10",0.013154629,"Feces","60h","Yes"
"Phascolarctobacterium","CC-11",0.008388867,"Feces","60h","Yes"
"Phascolarctobacterium","CC-12",0.013747954,"Feces","60h","Yes"
"Phascolarctobacterium","CC-13",0.010466358,"Feces","recovery","Yes"
"Phascolarctobacterium","CC-14",0.012006741,"Feces","recovery","Yes"
"Phascolarctobacterium","CC-15",0.015761433,"Feces","recovery","Yes"
"Phascolarctobacterium","CC-16",0.01049899,"MLN","24h","Yes"
"Phascolarctobacterium","CC-17",0.007504937,"MLN","baseline","No"
"Phascolarctobacterium","CC-18",0.000665658,"Spleen","24h","Yes"
"Phascolarctobacterium","CC-19",0,"MLN","recovery","Yes"
"Phascolarctobacterium","CC-20",0.000135474,"Spleen","recovery","Yes"
"uncultured","CC-1",0.004018081,"Feces","baseline","No"
"uncultured","CC-2",0.003373653,"Feces","baseline","No"
"uncultured","CC-3",0.000133453,"Feces","baseline","No"
"uncultured","CC-4",0.037958115,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-5",0.034040012,"Feces","osmotic_diarrhea","Yes"
"uncultured","CC-6",0.045244751,"Feces","osmotic_diarrhea","Yes"
